u32,i154,c5,click,1512238487
u105,i168,c19,click,1511849216
u142,i66,c17,pv,1512236429
u98,i90,c41,click,1511854768
u104,i281,c32,fav,1511857835
u74,i108,c9,click,1512147358
u156,i165,c16,click,1512002838
u173,i110,c11,click,1512310911
u44,i44,c45,pv,1512235301
u163,i172,c23,pv,1511785477
u173,i159,c10,pv,1511748002
u38,i13,c14,pv,1512037416
u157,i38,c39,click,1512199556
u148,i100,c1,cart,1511941830
u127,i205,c6,pv,1512227126
u177,i3,c4,fav,1511650964
u200,i218,c19,pv,1512268916
u133,i238,c39,pv,1511800503
u32,i234,c35,pv,1512026413
u171,i272,c23,buy,1512163577
u82,i227,c28,click,1512293413
u130,i219,c20,fav,1512113685
u115,i82,c33,cart,1512036932
u116,i133,c34,cart,1512207836
u71,i267,c18,click,1511790067
u71,i226,c27,pv,1511838807
u61,i140,c41,click,1512105590
u21,i71,c22,pv,1511940841
u178,i79,c30,cart,1511606548
u107,i209,c10,click,1512027757
u107,i32,c33,pv,1511979752
u100,i300,c1,buy,1511559680
u196,i295,c46,click,1511545382
u91,i153,c4,cart,1511978575
u138,i280,c31,fav,1511770451
u125,i113,c14,pv,1512048432
u8,i200,c1,click,1512251331
u104,i85,c36,fav,1511673027
u160,i274,c25,pv,1511952360
u152,i289,c40,cart,1511627225
u165,i220,c21,pv,1512023325
u47,i26,c27,pv,1511882454
u55,i233,c34,click,1511936742
u72,i216,c17,pv,1511625084
u121,i10,c11,cart,1511593815
u90,i115,c16,cart,1512222614
u11,i16,c17,buy,1511748244
u6,i79,c30,pv,1512035764
u172,i59,c10,click,1511767752
u120,i132,c33,cart,1511715139
u156,i59,c10,cart,1511710920
u80,i56,c7,click,1511866310
u148,i193,c44,click,1512288947
u51,i39,c40,click,1512196911
u63,i53,c4,cart,1511855432
u176,i62,c13,fav,1512132623
u11,i178,c29,click,1512232855
u95,i36,c37,click,1511897006
u4,i216,c17,fav,1511649865
u111,i186,c37,click,1512021271
u182,i79,c30,click,1512308640
u134,i139,c40,click,1512103515
u199,i248,c49,click,1512305736
u152,i138,c39,click,1511796620
u23,i143,c44,fav,1511794909
u193,i238,c39,click,1512239846
u98,i173,c24,pv,1511880002
u47,i250,c1,pv,1511810102
u88,i144,c45,fav,1512274444
u71,i285,c36,pv,1511739537
u22,i124,c25,cart,1512051511
u143,i124,c25,cart,1512216478
u183,i252,c3,click,1511557280
u24,i151,c2,pv,1512264591
u63,i157,c8,cart,1511926145
u122,i284,c35,click,1511985373
u191,i282,c33,click,1512276196
u117,i139,c40,click,1511780936
u31,i99,c50,click,1512101094
u196,i95,c46,pv,1512313683
u124,i142,c43,cart,1512089321
u153,i145,c46,buy,1511742747
u76,i117,c18,click,1511856150
u4,i274,c25,pv,1511586926
u14,i284,c35,click,1511671613
u164,i252,c3,pv,1511552061
u147,i146,c47,click,1512001065
u88,i95,c46,buy,1511803942
u123,i59,c10,fav,1511959372
u126,i38,c39,click,1512258996
u14,i78,c29,pv,1512129380
u78,i44,c45,buy,1511663405
u143,i214,c15,click,1512187658
u58,i268,c19,click,1512003426
u77,i220,c21,click,1512190394
u16,i51,c2,buy,1511757081
u161,i109,c10,pv,1511624331
u41,i123,c24,pv,1511617911
u41,i2,c3,click,1512262058
u153,i241,c42,click,1511781920
u74,i145,c46,cart,1512015286
u19,i120,c21,fav,1512194620
u151,i102,c3,click,1512110215
u58,i77,c28,fav,1511688345
u19,i31,c32,pv,1511861754
u153,i292,c43,fav,1511999685
u32,i240,c41,cart,1512272923
u104,i140,c41,click,1512056981
u113,i42,c43,click,1511992214
u189,i166,c17,click,1511566321
u24,i118,c19,buy,1512142339
u151,i11,c12,buy,1512244138
u69,i296,c47,pv,1511722900
u121,i266,c17,cart,1511830868
u47,i300,c1,click,1512054811
u24,i241,c42,click,1511888699
u83,i54,c5,fav,1511885024
u106,i254,c5,click,1511959104
u195,i282,c33,pv,1511631537
u81,i130,c31,click,1511963008
u132,i1,c2,cart,1512108150
u119,i212,c13,pv,1512082823
u93,i256,c7,click,1511593318
u53,i137,c38,click,1511841220
u113,i249,c50,pv,1512199826
u156,i123,c24,cart,1511865045
u142,i8,c9,click,1511636936
u58,i59,c10,click,1511662372
u166,i79,c30,click,1512290613
u75,i261,c12,cart,1511974873
u124,i242,c43,pv,1512117243
u38,i197,c48,pv,1512167692
u131,i70,c21,fav,1511828866
u198,i213,c14,click,1512071601
u69,i2,c3,pv,1511852258
u151,i297,c48,buy,1512052625
u39,i229,c30,click,1511901088
u86,i283,c34,cart,1511934733
u117,i165,c16,fav,1512270580
u62,i293,c44,click,1511969928
u12,i163,c14,cart,1512278685
u98,i198,c49,buy,1512222891
u39,i254,c5,buy,1511671578
u129,i170,c21,fav,1512000894
u26,i270,c21,fav,1511555293
u185,i74,c25,click,1512225787
u40,i39,c40,click,1511817096
u87,i204,c5,cart,1511883725
u173,i274,c25,click,1511871243
u161,i250,c1,fav,1511576842
u159,i36,c37,pv,1512256844
u74,i117,c18,cart,1511994252
u26,i52,c3,click,1512266912
u77,i15,c16,pv,1511598045
u76,i184,c35,click,1511691840
u63,i272,c23,click,1512254119
u47,i88,c39,pv,1512178298
u98,i124,c25,click,1512150684
u37,i119,c20,click,1511805514
u118,i131,c32,cart,1512027053
u74,i280,c31,pv,1512002387
u89,i154,c5,click,1511984120
u177,i129,c30,click,1511855997
u51,i197,c48,fav,1511651034
u61,i196,c47,click,1512141933
u76,i152,c3,pv,1512229403
u102,i141,c42,pv,1512258312
u200,i26,c27,fav,1512060056
u74,i118,c19,click,1511908635
u57,i98,c49,click,1512249887
u194,i71,c22,click,1512197137
u166,i21,c22,click,1512001436
u9,i297,c48,click,1511676995
u24,i152,c3,click,1511974886
u45,i103,c4,pv,1512104810
u94,i272,c23,click,1511824965
u43,i132,c33,fav,1512044454
u76,i174,c25,fav,1512030281
u20,i73,c24,cart,1511775774
u174,i204,c5,buy,1512123584
u94,i47,c48,fav,1511553794
u68,i275,c26,pv,1511925690
u173,i135,c36,click,1512208767
u96,i56,c7,cart,1512033579
u7,i288,c39,click,1512178917
u57,i33,c34,click,1512026019
u180,i155,c6,cart,1511661543
u36,i24,c25,buy,1511858349
u127,i60,c11,pv,1512102858
u35,i199,c50,click,1512242255
u191,i277,c28,click,1512301094
u40,i213,c14,cart,1512052317
u158,i209,c10,buy,1511832528
u9,i190,c41,pv,1512005497
u61,i186,c37,pv,1512258187
u95,i279,c30,fav,1512215349
u92,i32,c33,click,1511738228
u32,i233,c34,pv,1511761609
u165,i11,c12,pv,1511888909
u63,i65,c16,fav,1511754373
u18,i284,c35,pv,1511765641
u60,i169,c20,cart,1512164132
u1,i142,c43,fav,1511690916
u34,i277,c28,pv,1511722173
u29,i14,c15,pv,1511914844
u61,i166,c17,pv,1511817458
u14,i65,c16,cart,1512090840
u30,i33,c34,click,1511918825
u132,i56,c7,click,1511771511
u158,i23,c24,cart,1512230109
u134,i155,c6,click,1511571863
u16,i246,c47,fav,1511986180
u176,i56,c7,click,1512004308
u19,i42,c43,click,1511694739
u17,i65,c16,pv,1512203029
u150,i281,c32,cart,1511938607
u153,i272,c23,click,1512069308
u155,i221,c22,pv,1512275069
u30,i283,c34,cart,1511764668
u111,i232,c33,fav,1511973114
u87,i233,c34,click,1512304254
u25,i161,c12,click,1512236616
u66,i192,c43,buy,1512259384
u122,i35,c36,pv,1511628711
u24,i222,c23,pv,1512313883
u96,i67,c18,click,1512154153
u144,i288,c39,click,1511667368
u106,i182,c33,fav,1511982681
u185,i27,c28,buy,1512168775
u80,i181,c32,pv,1512071260
u55,i80,c31,cart,1511774337
u28,i180,c31,fav,1511924615
u30,i143,c44,click,1511989156
u144,i286,c37,pv,1512228986
u178,i137,c38,pv,1511825744
u180,i159,c10,fav,1511907274
u2,i93,c44,fav,1512133030
u169,i206,c7,pv,1512316162
u163,i16,c17,pv,1512095451
u56,i193,c44,click,1511896655
u41,i190,c41,click,1511879340
u199,i291,c42,click,1511594364
u40,i81,c32,cart,1511591379
u173,i42,c43,pv,1512233293
u109,i249,c50,click,1511973503
u70,i111,c12,cart,1511658546
u89,i221,c22,pv,1512250363
u174,i250,c1,click,1511862601
u12,i113,c14,click,1512167637
u15,i4,c5,pv,1511760694
u197,i71,c22,cart,1511842707
u84,i62,c13,pv,1511990774
u45,i67,c18,click,1512277052
u59,i257,c8,click,1512239699
u91,i37,c38,click,1511583557
u112,i10,c11,click,1511620844
u81,i295,c46,click,1511963268
u182,i214,c15,click,1511963907
u6,i167,c18,pv,1512187351
u118,i186,c37,pv,1511650205
u63,i224,c25,click,1512088614
u21,i203,c4,fav,1511895205
u57,i171,c22,cart,1511619289
u131,i59,c10,click,1511742522
u199,i179,c30,click,1512215996
u38,i121,c22,pv,1511807602
u51,i89,c40,click,1512226551
u20,i91,c42,buy,1512197652
u127,i238,c39,cart,1512146816
u115,i290,c41,cart,1512194058
u83,i162,c13,pv,1511610803
u121,i227,c28,click,1511827216
u152,i29,c30,click,1511616994
u80,i237,c38,click,1511598853
u95,i147,c48,pv,1511633882
u158,i260,c11,click,1512147719
u142,i22,c23,click,1512138625
u167,i97,c48,click,1512037933
u129,i78,c29,buy,1512011607
u27,i176,c27,buy,1511627625
u130,i89,c40,pv,1512281195
u113,i225,c26,click,1512178627
u41,i187,c38,click,1511835835
u100,i210,c11,cart,1512251075
u154,i27,c28,fav,1512217948
u86,i34,c35,click,1512124266
u174,i198,c49,pv,1512298089
u169,i77,c28,click,1512150246
u170,i73,c24,fav,1511864501
u168,i201,c2,pv,1512282466
u22,i159,c10,click,1512213951
u85,i66,c17,cart,1512313861
u176,i270,c21,pv,1512242224
u109,i261,c12,click,1511919411
u80,i93,c44,buy,1511897532
u197,i249,c50,pv,1511683447
u40,i40,c41,click,1511645253
u130,i277,c28,fav,1512091308
u10,i173,c24,fav,1512187252
u34,i193,c44,pv,1511728830
u178,i85,c36,cart,1511585014
u106,i187,c38,cart,1511788268
u114,i146,c47,cart,1512009935
u60,i274,c25,pv,1512030998
u50,i189,c40,cart,1512137328
u113,i237,c38,cart,1511939622
u129,i271,c22,click,1511709130
u52,i71,c22,fav,1511593914
u165,i247,c48,fav,1512120678
u27,i265,c16,fav,1511838110
u22,i83,c34,pv,1512077489
u38,i224,c25,pv,1511772023
u116,i179,c30,buy,1511974250
u14,i203,c4,click,1511786431
u99,i42,c43,click,1511568756
u82,i51,c2,fav,1512220733
u86,i75,c26,pv,1511840014
u121,i72,c23,cart,1512031097
u115,i3,c4,fav,1511559127
u66,i111,c12,fav,1512114662
u187,i271,c22,click,1511841296
u61,i155,c6,pv,1511789221
u108,i235,c36,pv,1512063308
u153,i275,c26,pv,1512079610
u148,i124,c25,cart,1511844620
u110,i1,c2,click,1511791449
u147,i214,c15,pv,1512239874
u22,i269,c20,buy,1511610166
u135,i279,c30,click,1512071480
u142,i11,c12,click,1512032172
u12,i199,c50,buy,1511805171
u192,i9,c10,click,1511610041
u89,i124,c25,cart,1512197975
u27,i298,c49,cart,1511887871
u35,i23,c24,click,1511894192
u165,i90,c41,fav,1512257141
u119,i246,c47,click,1511680603
u17,i235,c36,pv,1511750583
u12,i103,c4,fav,1511870126
u80,i264,c15,click,1512108608
u122,i130,c31,pv,1512217524
u49,i147,c48,click,1511589326
u168,i170,c21,pv,1511925096
u112,i205,c6,cart,1511944626
u87,i96,c47,click,1512060891
u95,i266,c17,pv,1511625824
u187,i218,c19,pv,1512170918
u47,i280,c31,click,1511646781
u21,i168,c19,cart,1511860584
u115,i219,c20,pv,1512004671
u90,i229,c30,pv,1511908885
u158,i223,c24,pv,1511599344
u20,i208,c9,click,1512251613
u41,i16,c17,pv,1512176286
u174,i225,c26,pv,1511609699
u61,i188,c39,click,1512133999
u9,i79,c30,cart,1511928184
u96,i228,c29,cart,1512141000
u36,i272,c23,click,1511868857
u167,i143,c44,pv,1511658159
u7,i96,c47,click,1511944985
u144,i61,c12,pv,1511812133
u181,i229,c30,pv,1512180799
u74,i252,c3,pv,1511681521
u19,i232,c33,pv,1512287222
u114,i45,c46,fav,1511874312
u171,i178,c29,cart,1512115913
u139,i149,c50,fav,1511704356
u183,i90,c41,fav,1512072669
u58,i63,c14,buy,1511684822
u61,i253,c4,pv,1512120133
u147,i189,c40,click,1512117643
u34,i45,c46,pv,1511956700
u184,i246,c47,click,1511968522
u148,i38,c39,pv,1511871627
u165,i38,c39,click,1512252345
u133,i177,c28,pv,1512117283
u164,i94,c45,cart,1511674500
u111,i258,c9,fav,1511597304
u32,i266,c17,pv,1511711855
u42,i166,c17,buy,1511775622
u89,i266,c17,fav,1511621890
u65,i101,c2,click,1512116799
u71,i65,c16,click,1512183474
u137,i48,c49,click,1511716027
u152,i298,c49,pv,1512229931
u160,i173,c24,fav,1512130196
u11,i15,c16,pv,1512211812
u198,i296,c47,pv,1511760248
u197,i293,c44,click,1512209230
u8,i255,c6,fav,1512111279
u75,i155,c6,click,1512257464
u104,i153,c4,click,1512261263
u16,i81,c32,click,1512046974
u119,i105,c6,click,1511689847
u81,i164,c15,cart,1511901347
u103,i67,c18,cart,1512079195
u144,i55,c6,click,1512028331
u32,i137,c38,click,1511686920
u25,i26,c27,click,1511942010
u158,i215,c16,pv,1511706657
u84,i296,c47,cart,1511738255
u196,i82,c33,click,1512078928
u120,i256,c7,fav,1512060730
u6,i47,c48,buy,1512069196
u118,i124,c25,pv,1511909237
u13,i26,c27,pv,1512165743
u168,i241,c42,click,1511547774
u28,i221,c22,pv,1511816519
u187,i188,c39,cart,1511922913
u12,i206,c7,pv,1512128307
u50,i186,c37,click,1511616303
u99,i259,c10,click,1512115766
u72,i61,c12,pv,1511640577
u101,i192,c43,fav,1511894756
u143,i188,c39,cart,1511747927
u155,i261,c12,click,1511581410
u12,i20,c21,pv,1511888418
u122,i266,c17,click,1512174910
u132,i72,c23,click,1512182048
u82,i84,c35,click,1512185647
u190,i154,c5,click,1512071158
u131,i273,c24,click,1512129468
u77,i244,c45,fav,1511925451
u85,i57,c8,buy,1512151256
u79,i14,c15,click,1511817628
u168,i297,c48,click,1512295642
u14,i299,c50,click,1512088897
u162,i195,c46,pv,1512252993
u63,i17,c18,click,1512273749
u29,i98,c49,pv,1511868130
u108,i78,c29,click,1511752995
u106,i257,c8,cart,1512033714
u189,i32,c33,cart,1512083078
u54,i288,c39,click,1512233595
u123,i270,c21,click,1511720794
u118,i273,c24,click,1511910696
u174,i136,c37,click,1511740803
u64,i143,c44,click,1511774990
u77,i148,c49,cart,1512262969
u181,i251,c2,click,1511904946
u144,i141,c42,click,1512140534
u174,i279,c30,click,1511952897
u89,i75,c26,click,1511840802
u183,i41,c42,click,1512003064
u168,i132,c33,cart,1511763581
u52,i276,c27,pv,1512128518
u179,i140,c41,pv,1512184784
u190,i123,c24,pv,1512241571
u136,i116,c17,click,1511594240
u26,i212,c13,click,1512034551
u26,i71,c22,pv,1512116286
u41,i209,c10,cart,1512038007
u123,i103,c4,cart,1511840398
u83,i147,c48,cart,1511633006
u167,i294,c45,pv,1512313768
u186,i20,c21,fav,1511722768
u107,i91,c42,buy,1511577305
u102,i254,c5,pv,1511842728
u10,i5,c6,click,1512171263
u28,i172,c23,pv,1512211664
u140,i269,c20,click,1511679918
u130,i240,c41,pv,1511657318
u85,i84,c35,cart,1512218976
u66,i96,c47,pv,1511892687
u76,i291,c42,cart,1511741744
u45,i208,c9,fav,1512079510
u84,i45,c46,click,1511639218
u48,i72,c23,click,1511799296
u2,i134,c35,click,1512007636
u193,i137,c38,buy,1511855813
u150,i294,c45,pv,1512224636
u93,i121,c22,pv,1511663167
u120,i158,c9,pv,1512258600
u129,i160,c11,cart,1512208937
u76,i189,c40,click,1511768972
u35,i245,c46,pv,1512174363
u96,i213,c14,cart,1512032899
u194,i276,c27,fav,1511768221
u196,i127,c28,cart,1512163956
u21,i270,c21,click,1512277152
u93,i40,c41,fav,1511656859
u16,i281,c32,fav,1511751176
u147,i275,c26,pv,1511883256
u134,i227,c28,pv,1511754579
u184,i299,c50,click,1512074367
u115,i29,c30,click,1512077379
u107,i234,c35,click,1512125141
u119,i158,c9,cart,1511954382
u66,i2,c3,cart,1512145603
u19,i24,c25,click,1512273606
u17,i278,c29,buy,1511611571
u121,i17,c18,click,1511727924
u197,i70,c21,cart,1512303915
u166,i216,c17,click,1511940258
u115,i194,c45,click,1512255094
u170,i277,c28,pv,1511903863
u31,i92,c43,buy,1511951351
u136,i66,c17,cart,1511772707
u1,i12,c13,buy,1512024694
u173,i279,c30,click,1511936900
u59,i127,c28,click,1511701856
u71,i97,c48,buy,1512299442
u196,i58,c9,pv,1512231467
u108,i9,c10,pv,1511609759
u26,i18,c19,click,1512243867
u181,i25,c26,pv,1511585585
u103,i225,c26,pv,1511767023
u194,i29,c30,pv,1511842514
u60,i295,c46,click,1512166162
u198,i165,c16,pv,1511689419
u170,i267,c18,pv,1511854298
u71,i32,c33,click,1512159607
u189,i90,c41,click,1511987152
u143,i254,c5,pv,1511900345
u165,i196,c47,fav,1511873417
u179,i214,c15,click,1511853655
u97,i95,c46,cart,1512035720
u62,i116,c17,click,1512281148
u37,i238,c39,fav,1512128904
u106,i214,c15,click,1511679806
u100,i125,c26,pv,1511885505
u166,i41,c42,fav,1511928302
u24,i275,c26,cart,1511738934
u14,i138,c39,click,1512173556
u155,i21,c22,fav,1511736503
u195,i287,c38,pv,1511758236
u86,i156,c7,buy,1511555278
u55,i98,c49,buy,1511662214
u192,i246,c47,fav,1512268617
u155,i105,c6,click,1511790156
u142,i165,c16,cart,1511938352
u120,i274,c25,cart,1511862604
u67,i185,c36,click,1512060633
u120,i51,c2,fav,1512296705
u121,i164,c15,fav,1511927912
u81,i212,c13,pv,1511771222
u190,i75,c26,pv,1512119389
u150,i297,c48,cart,1511848731
u40,i101,c2,click,1511937490
u146,i126,c27,click,1512225606
u176,i173,c24,pv,1512051556
u186,i252,c3,click,1512307567
u91,i87,c38,pv,1512112295
u126,i95,c46,fav,1512107671
u165,i31,c32,click,1511617141
u172,i25,c26,cart,1511971624
u36,i119,c20,pv,1511697566
u3,i112,c13,click,1511930529
u16,i248,c49,cart,1511555695
u2,i273,c24,click,1511551626
u5,i272,c23,cart,1512100962
u74,i9,c10,click,1512270958
u173,i221,c22,fav,1511727174
u28,i50,c1,click,1511791874
u50,i270,c21,pv,1511910858
u69,i204,c5,pv,1511964950
u118,i290,c41,pv,1512270305
u58,i154,c5,cart,1511623732
u168,i17,c18,pv,1511936887
u97,i283,c34,click,1512206878
u3,i88,c39,pv,1511994187
u166,i170,c21,click,1511639194
u136,i22,c23,pv,1512265116
u146,i244,c45,pv,1511617159
u176,i144,c45,fav,1512130082
u169,i17,c18,pv,1511868961
u5,i107,c8,click,1512286532
u102,i40,c41,click,1512130553
u62,i291,c42,fav,1511947260
u174,i277,c28,click,1512314879
u36,i41,c42,click,1511901859
u14,i51,c2,click,1511618910
u88,i204,c5,buy,1511881430
u8,i140,c41,cart,1512011636
u126,i117,c18,click,1511932863
u111,i96,c47,cart,1512231964
u98,i44,c45,cart,1511848927
u64,i38,c39,pv,1511700912
u98,i79,c30,cart,1511871261
u93,i55,c6,pv,1511862441
u114,i185,c36,cart,1511646397
u34,i45,c46,pv,1512009846
u143,i285,c36,click,1511647510
u7,i46,c47,click,1511636784
u153,i167,c18,fav,1511552140
u75,i212,c13,click,1511628013
u186,i287,c38,fav,1511793733
u147,i267,c18,pv,1511938426
u44,i72,c23,pv,1511820644
u127,i75,c26,pv,1511994991
u71,i216,c17,click,1511619857
u93,i129,c30,buy,1512295117
u161,i254,c5,click,1511744247
u118,i55,c6,pv,1511546296
u102,i171,c22,fav,1511937543
u85,i226,c27,click,1512221861
u153,i70,c21,click,1512171712
u178,i103,c4,click,1511725466
u102,i164,c15,click,1512267916
u163,i252,c3,buy,1511793400
u84,i193,c44,pv,1511951222
u94,i59,c10,buy,1511748705
u152,i280,c31,pv,1512116020
u7,i237,c38,buy,1511759032
u113,i150,c1,fav,1511611718
u105,i256,c7,pv,1511856743
u62,i130,c31,cart,1512289179
u109,i194,c45,pv,1512166179
u123,i299,c50,click,1512070421
u178,i215,c16,click,1511916193
u180,i275,c26,click,1511628310
u28,i128,c29,cart,1511911453
u43,i23,c24,click,1512215564
u174,i205,c6,buy,1511886904
u111,i55,c6,pv,1511810506
u57,i262,c13,cart,1512124298
u149,i295,c46,pv,1511931492
u101,i238,c39,cart,1512156381
u177,i257,c8,pv,1511564955
u124,i54,c5,click,1511629225
u30,i73,c24,click,1511898931
u117,i106,c7,click,1511904419
u122,i50,c1,click,1512269809
u116,i164,c15,pv,1511586053
u182,i59,c10,pv,1511898943
u166,i56,c7,cart,1511711537
u190,i125,c26,click,1512117919
u41,i170,c21,click,1512023698
u60,i208,c9,click,1511734640
u164,i222,c23,click,1512312407
u158,i102,c3,click,1511989618
u100,i3,c4,cart,1511754980
u72,i33,c34,click,1512102168
u48,i188,c39,click,1512018976
u30,i135,c36,cart,1512052461
u136,i161,c12,click,1512180203
u101,i59,c10,click,1512019301
u159,i89,c40,fav,1512279482
u77,i44,c45,cart,1511867599
u31,i123,c24,click,1511731136
u96,i73,c24,click,1511977755
u153,i71,c22,click,1511982788
u48,i250,c1,click,1512266317
u166,i89,c40,click,1512052626
u74,i72,c23,pv,1512012108
u159,i28,c29,fav,1511549248
u125,i70,c21,pv,1511941794
u144,i259,c10,cart,1511968208
u176,i252,c3,click,1512004612
u126,i86,c37,pv,1511571559
u195,i113,c14,click,1511827404
u58,i276,c27,click,1512018736
u145,i254,c5,click,1511657910
u147,i59,c10,pv,1512108688
u94,i278,c29,fav,1511582831
u195,i226,c27,click,1511985007
u27,i127,c28,click,1511572996
u116,i135,c36,click,1511630408
u113,i61,c12,cart,1511787655
u54,i180,c31,fav,1512179105
u162,i220,c21,pv,1511685198
u53,i106,c7,fav,1512136966
u90,i273,c24,pv,1512104139
u44,i166,c17,buy,1511846049
u75,i294,c45,pv,1512078603
u174,i49,c50,pv,1511970789
u16,i142,c43,fav,1511672251
u180,i68,c19,pv,1512285151
u83,i127,c28,cart,1512248283
u101,i251,c2,pv,1512202321
u69,i213,c14,click,1511618384
u163,i48,c49,click,1511830940
u178,i189,c40,click,1512050951
u84,i298,c49,pv,1512307516
u24,i235,c36,click,1512270360
u92,i33,c34,fav,1511956235
u56,i220,c21,fav,1512057946
u69,i166,c17,fav,1511893361
u141,i296,c47,pv,1512048113
u88,i25,c26,pv,1512195796
u118,i9,c10,pv,1511704857
u113,i234,c35,pv,1511987780
u52,i68,c19,fav,1511855728
u41,i141,c42,pv,1511917143
u65,i43,c44,click,1512219632
u43,i27,c28,click,1511859549
u186,i120,c21,click,1511634829
u181,i49,c50,pv,1512039168
u20,i68,c19,click,1512083876
u175,i228,c29,pv,1512268586
u88,i62,c13,buy,1511982028
u178,i68,c19,click,1511779268
u99,i46,c47,cart,1511646602
u27,i161,c12,click,1511852991
u36,i196,c47,cart,1511678813
u165,i74,c25,pv,1512129853
u3,i85,c36,click,1512296724
u55,i78,c29,fav,1512185202
u176,i227,c28,fav,1511630098
u26,i72,c23,cart,1512157413
u187,i197,c48,click,1511989446
u81,i72,c23,pv,1512215133
u22,i128,c29,click,1512168353
u185,i146,c47,cart,1512263216
u7,i155,c6,pv,1512175608
u131,i97,c48,cart,1511849098
u166,i28,c29,cart,1511790167
u127,i198,c49,pv,1512063050
u164,i37,c38,click,1511551853
u93,i163,c14,pv,1512135190
u108,i188,c39,click,1511720362
u196,i242,c43,buy,1511615737
u5,i35,c36,pv,1511765422
u11,i31,c32,buy,1511956507
u130,i147,c48,click,1512064587
u197,i213,c14,click,1511961018
u22,i275,c26,click,1511699297
u72,i43,c44,click,1512075341
u53,i80,c31,click,1511948911
u151,i34,c35,click,1511997937
u187,i123,c24,pv,1511629600
u112,i60,c11,click,1512177607
u15,i159,c10,cart,1512229217
